category,term
variable,MIRESTYP
variable,MISCAT
variable,MISEQ
variable,MISPCCND
variable,MISPCUFL
variable,MISPEC
variable,MISPEC1
variable,MISPEC2
variable,MISPID
variable,MISSASMT
variable,MISTAT
variable,MISTNRC
variable,MISTNRHI
variable,MISTNRLO
variable,MISTRESC
variable,MISTRESN
variable,MISTRESU
variable,MITEST
variable,MITESTCD
variable,MITMTHSN
variable,MITPT
variable,MITPTNUM
variable,MITSTDTL
variable,MITSTOPO
variable,MKBLFL
variable,MKCAT
variable,MKDIR
variable,MKDRVFL
variable,MKDTC
variable,MKDY
variable,MKELTM
variable,MKEVAL
variable,MKEVALID
variable,MKGRPID
variable,MKLAT
variable,MKLNKGRP
variable,MKLNKID
variable,MKLOBXFL
variable,MKLOC
variable,MKMETHOD
variable,MKORRES
variable,MKORRESU
variable,MKPOS
variable,MKREASND
variable,MKREFID
variable,MKREPNUM
variable,MKRFTDTC
variable,MKSCAT
variable,MKSEQ
variable,MKSPID
variable,MKSTAT
variable,MKSTRESC
variable,MKSTRESN
variable,MKSTRESU
variable,MKTEST
variable,MKTESTCD
variable,MKTPT
variable,MKTPTNUM
variable,MKTPTREF
variable,MLCAT
variable,MLCOMM
variable,MLDECOD
variable,MLDOSE
variable,MLDOSFRM
variable,MLDOSFRQ
variable,MLDOSRGM
variable,MLDOSTOT
variable,MLDOSTXT
variable,MLDOSU
variable,MLDTC
variable,MLDUR
variable,MLDY
variable,MLELTM
variable,MLENDTC
variable,MLENDY
variable,MLENRF
variable,MLENRTPT
variable,MLENTPT
variable,MLGRPID
variable,MLINDC
variable,MLMODIFY
variable,MLOCCUR
variable,MLPRESP
variable,MLREASND
variable,MLREASOC
variable,MLRFTDTC
variable,MLROUTE
variable,MLSCAT
variable,MLSEQ
variable,MLSPID
variable,MLSTAT
variable,MLSTDTC
variable,MLSTDY
variable,MLSTRF
variable,MLSTRTPT
variable,MLSTTPT
variable,MLTPT
variable,MLTPTNUM
variable,MLTPTREF
variable,MLTRT
variable,MSACPTFL
variable,MSAGENT
variable,MSANMETH
variable,MSBLFL
variable,MSCAT
variable,MSCONC
variable,MSCONCU
variable,MSDIR
variable,MSDRVFL
variable,MSDTC
variable,MSDUR
variable,MSDY
variable,MSELTM
variable,MSEVAL
variable,MSEVALID
variable,MSEVINTX
variable,MSEVLINT
variable,MSFAST
variable,MSGRPID
variable,MSLAT
variable,MSLLOQ
variable,MSLNKID
variable,MSLOBXFL
variable,MSLOC
variable,MSLOINC
variable,MSMETHOD
variable,MSNAM
variable,MSNRIND
variable,MSORRES
variable,MSORRESU
variable,MSREASND
variable,MSREFID
variable,MSREPNUM
variable,MSRESCAT
variable,MSRFTDTC
variable,MSSCAT
variable,MSSEQ
variable,MSSPCCND
variable,MSSPEC
variable,MSSPID
variable,MSSTAT
variable,MSSTRESC
variable,MSSTRESN
variable,MSSTRESU
variable,MSTEST
variable,MSTESTCD
variable,MSTPT
variable,MSTPTNUM
variable,MSTPTREF
variable,MSTSTDTL
variable,MSULOQ
variable,MSXFN
variable,NHOID
variable,NUSMPTK
variable,NVBLFL
variable,NVCAT
variable,NVDIR
variable,NVDRVFL
variable,NVDTC
variable,NVDY
variable,NVELTM
variable,NVEVAL
variable,NVEVALID
variable,NVGRPID
variable,NVLAT
variable,NVLNKGRP
variable,NVLNKID
variable,NVLOBXFL
variable,NVLOC
variable,NVMETHOD
variable,NVNEURO
variable,NVORRES
variable,NVORRESU
variable,NVREASND
variable,NVREFID
variable,NVRFTDTC
variable,NVSCAT
variable,NVSEQ
variable,NVSPID
variable,NVSTAT
variable,NVSTRESC
variable,NVSTRESN
variable,NVSTRESU
variable,NVTEST
variable,NVTESTCD
variable,NVTPT
variable,NVTPTNUM
variable,NVTPTREF
variable,OEACPTFL
variable,OEBLFL
variable,OECAT
variable,OECLSIG
variable,OEDIR
variable,OEDRVFL
variable,OEDTC
variable,OEDY
variable,OEELTM
variable,OEEVAL
variable,OEEVALID
variable,OEGRPID
variable,OELAT
variable,OELNKGRP
variable,OELNKID
variable,OELOBXFL
variable,OELOC
variable,OEMETHOD
variable,OENRIND
variable,OEORNRHI
variable,OEORNRLO
variable,OEORRES
variable,OEORRESU
variable,OEPORTOT
variable,OEREASND
variable,OEREPNUM
variable,OERESCAT
variable,OERFTDTC
variable,OESCAT
variable,OESEQ
variable,OESPID
variable,OESTAT
variable,OESTNRC
variable,OESTNRHI
variable,OESTNRLO
variable,OESTRESC
variable,OESTRESN
variable,OESTRESU
variable,OETEST
variable,OETESTCD
variable,OETPT
variable,OETPTNUM
variable,OETPTREF
variable,OETSTDTL
variable,OEXFN
variable,OIPARM
variable,OIPARMCD
variable,OISEQ
variable,OIVAL
variable,ORGMETYP
variable,OTHEXMN
variable,OTHLOC
variable,PARENT
variable,PCBLFL
variable,PCCAT
variable,PCDRVFL
variable,PCDTC
variable,PCDY
variable,PCELTM
variable,PCENDTC
variable,PCENDY
variable,PCEVLINT
variable,PCFAST
variable,PCGRPID
variable,PCLLOQ
variable,PCLNKGRP
variable,PCLOBXFL
variable,PCMETHOD
variable,PCNAM
variable,PCORRES
variable,PCORRESU
variable,PCREASND
variable,PCREFID
variable,PCRFTDTC
variable,PCSCAT
variable,PCSEQ
variable,PCSMPNUM
variable,PCSPCCND
variable,PCSPEC
variable,PCSPID
variable,PCSTAT
variable,PCSTRESC
variable,PCSTRESN
variable,PCSTRESU
variable,PCTEST
variable,PCTESTCD
variable,PCTPT
variable,PCTPTNUM
variable,PCTPTREF
variable,PCULOQ
variable,PEBLFL
variable,PEBODSYS
variable,PECAT
variable,PEDTC
variable,PEDY
variable,PEEVAL
variable,PEGRPID
variable,PELAT
variable,PELOBXFL
variable,PELOC
variable,PEMETHOD
variable,PEMODIFY
variable,PEORRES
variable,PEORRESU
variable,PEREASND
variable,PESCAT
variable,PESEQ
variable,PESPID
variable,PESTAT
variable,PESTRESC
variable,PETEST
variable,PETESTCD
variable,POOLID
variable,PPANMETH
variable,PPCAT
variable,PPDTC
variable,PPDY
variable,PPENINT
variable,PPGRPID
variable,PPORRES
variable,PPORRESU
variable,PPREASND
variable,PPRFTDTC
variable,PPSCAT
variable,PPSEQ
variable,PPSPEC
variable,PPSTAT
variable,PPSTINT
variable,PPSTRESC
variable,PPSTRESN
variable,PPSTRESU
variable,PPTEST
variable,PPTESTCD
variable,PPTPTREF
variable,PRCAT
variable,PRCDTDTL
variable,PRCDTSOC
variable,PRCMLDOS
variable,PRCOMPLT
variable,PRDECOD
variable,PRDIR
variable,PRDOSE
variable,PRDOSFRM
variable,PRDOSFRQ
variable,PRDOSRGM
variable,PRDOSTXT
variable,PRDOSU
variable,PRDUR
variable,PRELTM
variable,PRENDTC
variable,PRENDY
variable,PRENRTPT
variable,PRENTPT
variable,PREVLINT
variable,PRFAST
variable,PRGRPID
variable,PRINDC
variable,PRINSTNM
variable,PRLAT
variable,PRLNKGRP
variable,PRLNKID
variable,PRLOC
variable,PRMANUF
variable,PRMODEL
variable,PRNMDAY
variable,PRNMDAYT
variable,PRNMDAYW
variable,PRNUMOCC
variable,PRNUMWK
variable,PROCCUR
variable,PROTVRSN
variable,PROUT
variable,PRPHYSNM
variable,PRPORTOT
variable,PRPRESP
variable,PRPROBE
variable,PRQAADFL
variable,PRREASOC
variable,PRREPNUM
variable,PRRFTDTC
variable,PRROUTE
variable,PRRSDISC
variable,PRSCAT
variable,PRSEQ
variable,PRSPCOTH
variable,PRSPCUFL
variable,PRSPID
variable,PRSTDTC
variable,PRSTDY
variable,PRSTRTPT
variable,PRSTTPT
variable,PRTPT
variable,PRTPTNUM
variable,PRTPTREF
variable,PRTRT
variable,PRTRTTYP
variable,PRTRTUNK
variable,PRTXOTH
variable,PRTYPE
variable,PTPDNA
variable,PTRGTRAN
variable,QEVAL
variable,QLABEL
variable,QNAM
variable,QORIG
variable,QSANTXHI
variable,QSANTXLO
variable,QSANVLHI
variable,QSANVLLO
variable,QSBLFL
variable,QSCAT
variable,QSDIR
variable,QSDRVFL
variable,QSDTC
variable,QSDY
variable,QSELTM
variable,QSEVINTX
variable,QSEVLINT
variable,QSGRPID
variable,QSLAT
variable,QSLOBXFL
variable,QSLOC
variable,QSMETHOD
variable,QSNAM
variable,QSORRES
variable,QSORRESU
variable,QSREASND
variable,QSRFTDTC
variable,QSSCAT
variable,QSSEQ
variable,QSSPID
variable,QSSTAT
variable,QSSTRESC
variable,QSSTRESN
variable,QSSTRESU
variable,QSTEST
variable,QSTESTCD
variable,QSTPT
variable,QSTPTNUM
variable,QSTPTREF
variable,QVAL
variable,RACE
variable,RACEAIAN
variable,RACEASN
variable,RACEBAA
variable,RACENHPI
variable,RACESA01
variable,RACESASN
variable,RACESW01
variable,RACESWHT
variable,RACEWHT
variable,RDEVID
variable,RDMNPC
variable,RDOMAIN
variable,REAGNT REASRAST
variable,REASRECN
variable,REASWTHD
variable,REBLFL
variable,RECAT
variable,REDIR
variable,REDRVFL
variable,REDTC
variable,REDY
variable,REELTM
variable,REEVAL
variable,REEVALID
variable,REFID
variable,REGIMEN
variable,REGRPID
variable,RELAT
variable,RELID
variable,RELMIDS
variable,RELNKGRP
variable,RELNKID
variable,RELOBXFL
variable,RELOC
variable,RELTYPE
variable,REMETHOD
variable,REORREF
variable,REORRES
variable,REORRESU
variable,REPOS
variable,REREASND
variable,REREFID
variable,REREPNUM
variable,RERFTDTC
variable,RESCAT
variable,RESEQ
variable,RESPID
variable,RESTAT
variable,RESTREFC
variable,RESTREFN
variable,RESTRESC
variable,RESTRESN
variable,RESTRESU
variable,RETEST
variable,RETESTCD
variable,RETPT
variable,RETPTNUM
variable,RETPTREF
variable,RFCENDTC
variable,RFCSTDTC
variable,RFENDTC
variable,RFICDTC
variable,RFPENDTC
variable,RFSTDTC
variable,RFXENDTC
variable,RFXSTDTC
variable,RPATH
variable,RPATHCD
variable,RPBLFL
variable,RPCAT
variable,RPDRVFL
variable,RPDTC
variable,RPDUR
variable,RPDY
variable,RPELTM
variable,RPGRPID
variable,RPHASE
variable,RPLNKGRP
variable,RPLNKID
variable,RPLOBXFL
variable,RPORRES
variable,RPORRESU
variable,RPPLDY
variable,RPPLENDY
variable,RPPLSTDY
variable,RPREASND
variable,RPREFID
variable,RPRFDY
variable,RPRFTDTC
variable,RPSCAT
variable,RPSEQ
variable,RPSPID
variable,RPSTAT
variable,RPSTRESC
variable,RPSTRESN
variable,RPSTRESU
variable,RPTEST
variable,RPTESTCD
variable,RPTPT
variable,RPTPTNUM
variable,RPTPTREF
variable,RSACPTFL
variable,RSBLFL
variable,RSCAT
variable,RSDISCSF
variable,RSDRVFL
variable,RSDTC
variable,RSDY
variable,RSELTM
variable,RSENRTPT
variable,RSENTPT
variable,RSEVAL
variable,RSEVALID
variable,RSEVINTX
variable,RSEVLINT
variable,RSGRPID
variable,RSLNKGRP
variable,RSLNKID
variable,RSLOBXFL
variable,RSMETHOD
variable,RSNAM
variable,RSORRES
variable,RSORRESU
variable,RSREASND
variable,RSREFID
variable,RSRFTDTC
variable,RSSCAT
variable,RSSCATSP
variable,RSSEQ
variable,RSSPID
variable,RSSTAT
variable,RSSTRESC
variable,RSSTRESN
variable,RSSTRESU
variable,RSSTRTPT
variable,RSSTTPT
variable,RSTAGE
variable,RSTEST
variable,RSTESTCD
variable,RSTGCD
variable,RSTPT
variable,RSTPTNUM
variable,RSTPTREF
variable,RSUBJID
variable,RTTLFR
variable,SABNSP
variable,SBSTRAIN
variable,SCCAT
variable,SCDTC
variable,SCDY
variable,SCGRPID
variable,SCORRES
variable,SCORRESU
variable,SCR1STNO
variable,SCR1STST
variable,SCRCPD
variable,SCRCPDID
variable,SCRCPDNO
variable,SCRCPDST
variable,SCREASND
variable,SCRRESP
variable,SCRSTD
variable,SCSCAT
variable,SCSEQ
variable,SCSPID
variable,SCSTAT
variable,SCSTRESC
variable,SCSTRESN
variable,SCSTRESU
variable,SCTEST
variable,SCTESTCD
variable,SEENDTC
variable,SEENDY
variable,SESEQ
variable,SESTDTC
variable,SESTDY
variable,SET
variable,SETCD
variable,SEUPDES
variable,SEX
variable,SITEID
variable,SJENDTC
variable,SJSEQ
variable,SJSTDTC
variable,SJUPDES
variable,SMENDTC
variable,SMENDY
variable,SMSEQ
variable,SMSTDTC
variable,SMSTDY
variable,SPDEVID
variable,SPEC
variable,SPECIES
variable,SPMETH
variable,SPTOBID
variable,SRBLFL
variable,SRCAT
variable,SRCDCNUM
variable,SRDIR
variable,SRDTC
variable,SRDY
variable,SREL
variable,SRELTM
variable,SREVAL
variable,SRGRPID
variable,SRLAT
variable,SRLOBXFL
variable,SRLOC
variable,SRMETHOD
variable,SRNAM
variable,SROBJ
variable,SRORRES
variable,SRORRESU
variable,SRREASND
variable,SRREFID
variable,SRRFTDTC
variable,SRSCAT
variable,SRSEQ
variable,SRSPEC
variable,SRSPID
variable,SRSTAT
variable,SRSTRESC
variable,SRSTRESN
variable,SRSTRESU
variable,SRTEST
variable,SRTESTCD
variable,SRTPT
variable,SRTPTNUM
variable,SRTPTREF
variable,SSCAT
variable,SSCNTMOD
variable,SSDTC
variable,SSDY
variable,SSEVAL
variable,SSGRPID
variable,SSMETHOD
variable,SSORRES
variable,SSREASND
variable,SSRENOCC
variable,SSSCAT
variable,SSSEQ
variable,SSSPID
variable,SSSTAT
variable,SSSTRESC
variable,SSTEST
variable,SSTESTCD
variable,STMCSRCE
variable,STOCONID
variable,STRAIN
variable,STUDYID
variable,SUBJID
variable,SUCAT
variable,SUCLAS
variable,SUCLASCD
variable,SUDECOD
variable,SUDOSE
variable,SUDOSFRM
variable,SUDOSFRQ
variable,SUDOSTOT
variable,SUDOSTXT
variable,SUDOSU
variable,SUDUR
variable,SUENDTC
variable,SUENDY
variable,SUENRF
variable,SUENRTPT
variable,SUENTPT
variable,SUGRPID
variable,SUMODIFY
variable,SUNCF
variable,SUOCCUR
variable,SUPRESP
variable,SUPSTRG
variable,SUPSTRGU
variable,SUREASND
variable,SUROUTE
variable,SUSCAT
variable,SUSEQ
variable,SUSPID
variable,SUSTAT
variable,SUSTDTC
variable,SUSTDY
variable,SUSTRF
variable,SUSTRTPT
variable,SUSTTPT
variable,SUTRT
variable,SUVAMT
variable,SUVAMTU
variable,SVCNTMOD
variable,SVENDTC
variable,SVENDY
variable,SVEPCHGI
variable,SVEVAL
variable,SVOCCUR
variable,SVPRESP
variable,SVREASOC
variable,SVSTDTC
variable,SVSTDY
variable,SVUPDES
variable,TABRANCH
variable,TAETORD
variable,TATRANS
variable,TDANCVAR
variable,TDMAXPAI
variable,TDMINPAI
variable,TDNUMRPT
variable,TDORDER
variable,TDSTOFF
variable,TDTGTPAI
variable,TEDUR
variable,TEENRL
variable,TESTRL
variable,TIRL
variable,TIVERS
variable,TMDEF
variable,TMRPT
variable,TPBRANCH
variable,TPSTGORD
variable,TRACPTFL
variable,TRADE1
variable,TRADE2
variable,TRADE3
variable,TRADE4
variable,TRADE5
variable,TRADE6
variable,TRADE7
variable,TRADE8
variable,TRADE9
variable,TRBLFL
variable,TRCHANGE
variable,TRCYTLGY
variable,TRDTC
variable,TRDY
variable,TREVAL
variable,TREVALID
variable,TRGRPID
variable,TRLNKGRP
variable,TRLNKID
variable,TRLOBXFL
variable,TRMETHOD
variable,TRNAM
variable,TRORRES
variable,TRORRESU
variable,TRREASND
variable,TRREASNE
variable,TRREFID
variable,TRSEQ
variable,TRSPID
variable,TRSTAT
variable,TRSTRESC
variable,TRSTRESN
variable,TRSTRESU
variable,TRTEST
variable,TRTESTCD
variable,TRTEXDT
variable,TRTINT
variable,TRTMAN
variable,TRTSTT
variable,TSGRPID
variable,TSPARM
variable,TSPARMCD
variable,TSSEQ
variable,TSVAL
variable,TSVALCD
variable,TSVALNF
variable,TSVCDREF
variable,TSVCDVER
variable,TTDUR
variable,TTENRL
variable,TTSTRL
variable,TUACPTFL
variable,TUBLFL
variable,TUDIR
variable,TUDTC
variable,TUDY
variable,TUEVAL
variable,TUEVALID
variable,TUGRPID
variable,TULAT
variable,TULNKGRP
variable,TULNKID
variable,TULOBXFL
variable,TULOC
variable,TULOCDTL
variable,TUMETHOD
variable,TUNAM
variable,TUORRES
variable,TUPORTOT
variable,TUPRTYP
variable,TUREFID
variable,TUSEQ
variable,TUSPID
variable,TUSTRESC
variable,TUTEST
variable,TUTESTCD
variable,TVENRL
variable,TVSTRL
variable,TXPARM
variable,TXPARMCD
variable,TXSEQ
variable,TXVAL
variable,URBLFL
variable,URCAT
variable,URDIR
variable,URDRVFL
variable,URDTC
variable,URDY
variable,URELTM
variable,UREVAL
variable,UREVALID
variable,URGRPID
variable,URLAT
variable,URLNKGRP
variable,URLNKID
variable,URLOBXFL
variable,URLOC
variable,URMETHOD
variable,URORRES
variable,URORRESU
variable,URREASND
variable,URREFID
variable,URRESCAT
variable,URRFTDTC
variable,URSCAT
variable,URSEQ
variable,URSPID
variable,URSTAT
variable,URSTRESC
variable,URSTRESN
variable,URSTRESU
variable,URTEST
variable,URTESTCD
variable,URTPT
variable,URTPTNUM
variable,URTPTREF
variable,URTSTDTL
variable,USUBJID
variable,VACDOC
variable,VACSORC
variable,VACSTAT
variable,VGPRRESP
variable,VISIT
variable,VISITDY
variable,VISITNUM
variable,VSBLFL
variable,VSCAT
variable,VSCLSIG
variable,VSCSREAS
variable,VSDRVFL
variable,VSDTC
variable,VSDY
variable,VSELTM
variable,VSENINT
variable,VSGRPID
variable,VSLAT
variable,VSLOBXFL
variable,VSLOC
variable,VSORRES
variable,VSORRESU
variable,VSPOS
variable,VSREASND
variable,VSREFID
variable,VSREPNUM
variable,VSRFTDTC
variable,VSSCAT
variable,VSSEQ
variable,VSSPID
variable,VSSTAT
variable,VSSTINT
variable,VSSTRESC
variable,VSSTRESN
variable,VSSTRESU
variable,VSTEST
variable,VSTESTCD
variable,VSTOX
variable,VSTOXGR
variable,VSTPT
variable,VSTPTNUM
variable,VSTPTREF
variable,XABLFL
variable,XACAT
variable,XADIR
variable,XADRVFL
variable,XADTC
variable,XADY
variable,XAELTM
variable,XAEVAL
variable,XAEVALID
variable,XAGRPID
variable,XALAT
variable,XALOBXFL
variable,XALOC
variable,XAMETHOD
variable,XAORRES
variable,XAORRESU
variable,XAREASND
variable,XAREFID
variable,XARFTDTC
variable,XASCAT
variable,XASEQ
variable,XASPID
variable,XASTAT
variable,XASTRESC
variable,XASTRESN
variable,XASTRESU
variable,XATEST
variable,XATESTCD
variable,XATPT
variable,XATPTNUM
variable,XATPTREF
variable,XDCAT
variable,XDDTC
variable,XDDY
variable,XDELTM
variable,XDENDTC
variable,XDGRPID
variable,XDLNKID
variable,XDLOC
variable,XDPARTY
variable,XDPRTYID
variable,XDREFID
variable,XDRFTDTC
variable,XDSCAT
variable,XDSEQ
variable,XDSPID
variable,XDSTDTC
variable,XDTERM
variable,XDTPT
variable,XDTPTNUM
variable,XDTPTREF
