Classification,Name,Pages,PageCount,Category,RawTexts
Variable,QNAM,"13,14,17,18,19,21,22,34,44,46,49,50,51,55,60,61,64",17,standard_variable,QNAM=RACESASN in SUPPDM | QNAM=RACEASN in SUPPDM when RACE=MULTIPLE | QNAM=RACEASN in SUPPXM when RACE=MULTIPLE | QNAM=RACESASN in SUPPXM | QNAM=PROTVRSN in SUPPDM | QNAM=PROTVRSN in SUPPXM | QNAM=ADSDECOD in SUPPDS | QNAM=SCRSTD in SUPPDS | QNAM=SCR1STST in SUPPDS | QNAM=SCR1STNO in SUPPDS | QNAM=OTHLOC in SUPPFA | QNAM=MHEVDTYP and QVAL=SYMPTOM ONSET in SUPPMH | QNAM=MHEVDTYP and QVAL=DIAGNOSIS in SUPPMH | QNAM=OTHEXMN in SUPPFA | QNAM=OTHDSLOC in SUPPFA | QNAM=BODSYSOT in SUPPPE | QNAM=LBSUCAT in SUPPLB when LBSTAT^=NOT DONE | QNAM=ECACN in SUPPEC | QNAM=AERELPR in SUPPAE | QNAM=HYREACFL in SUPPAE | QNAM=AESI in SUPPAE | QNAM=OTHFL in SUPPAE | QNAM=MALIGFL in SUPPAE | QNAM=PMLFL in SUPPAE | QNAM=INFECTFL in SUPPAE | QNAM=AEHOSPDT in SUPPAE | QNAM=AEDISCDT in SUPPAE | QNAM=CMINDAE1 in SUPPCM | QNAM=CMINDAE2 in SUPPCM | QNAM=CMINDAE3 in SUPPCM | QNAM=CMINDMH1 in SUPPCM | QNAM=CMINDMH2 in SUPPCM | QNAM=CMINDMH3 in SUPPCM | QNAM=SVOCCUR in SUPPSV; N when No Visit; Y when the others selected. | QNAM=MISSASMT in SUPPSV; Y when Visit with Missed Assessments | QNAM=SVREASOC in SUPPSV | QNAM=SVREASOC in SUPPSV when Other | QNAM=EVLDTL in SUPPEC | QNAM=EVLDTL in SUPPEC when Other | QNAM=STDYST_1 in SUPPDM | QNAM=STDYSTYN in SUPPDM
Variable,QNAM=ADSDECOD,17,1,standard_variable,QNAM=ADSDECOD
Variable,QNAM=AEDISCDT,51,1,standard_variable,QNAM=AEDISCDT
Variable,QNAM=AEHOSPDT,51,1,standard_variable,QNAM=AEHOSPDT
Variable,QNAM=AERELPR,49,1,standard_variable,QNAM=AERELPR
Variable,QNAM=AESI,49,1,standard_variable,QNAM=AESI
Variable,QNAM=BODSYSOT,34,1,standard_variable,QNAM=BODSYSOT
Variable,QNAM=CMINDAE1,55,1,standard_variable,QNAM=CMINDAE1
Variable,QNAM=CMINDAE2,55,1,standard_variable,QNAM=CMINDAE2
Variable,QNAM=CMINDAE3,55,1,standard_variable,QNAM=CMINDAE3
Variable,QNAM=CMINDMH1,55,1,standard_variable,QNAM=CMINDMH1
Variable,QNAM=CMINDMH2,55,1,standard_variable,QNAM=CMINDMH2
Variable,QNAM=CMINDMH3,55,1,standard_variable,QNAM=CMINDMH3
Variable,QNAM=ECACN,46,1,standard_variable,QNAM=ECACN
Variable,QNAM=EVLDTL,61,1,standard_variable,QNAM=EVLDTL
Variable,QNAM=HYREACFL,49,1,standard_variable,QNAM=HYREACFL
Variable,QNAM=INFECTFL,50,1,standard_variable,QNAM=INFECTFL
Variable,QNAM=LBSUCAT,44,1,standard_variable,QNAM=LBSUCAT
Variable,QNAM=MALIGFL,50,1,standard_variable,QNAM=MALIGFL
Variable,QNAM=MISSASMT,60,1,standard_variable,QNAM=MISSASMT
Variable,QNAM=OTHDSLOC,21,1,standard_variable,QNAM=OTHDSLOC
Variable,QNAM=OTHEXMN,"19,22",2,standard_variable,QNAM=OTHEXMN
Variable,QNAM=OTHFL,50,1,standard_variable,QNAM=OTHFL
Variable,QNAM=OTHLOC,18,1,standard_variable,QNAM=OTHLOC
Variable,QNAM=PMLFL,50,1,standard_variable,QNAM=PMLFL
Variable,QNAM=PROTVRSN,14,1,standard_variable,QNAM=PROTVRSN
Variable,QNAM=RACEASN,13,1,standard_variable,QNAM=RACEASN
Variable,QNAM=RACESASN,13,1,standard_variable,QNAM=RACESASN
Variable,QNAM=SCR1STNO,17,1,standard_variable,QNAM=SCR1STNO
Variable,QNAM=SCR1STST,17,1,standard_variable,QNAM=SCR1STST
Variable,QNAM=SCRSTD,17,1,standard_variable,QNAM=SCRSTD
Variable,QNAM=STDYSTYN,64,1,standard_variable,QNAM=STDYSTYN
Variable,QNAM=SVOCCUR,60,1,standard_variable,QNAM=SVOCCUR
Variable,QNAM=SVREASOC,60,1,standard_variable,QNAM=SVREASOC
Variable,QSCAT,40,1,standard_variable,QSCAT=IBDQ
Variable,QSCAT=IBDQ,40,1,standard_variable,QSCAT=IBDQ
Variable,QSDTC,40,1,standard_variable,QSDTC
Variable,QSREASND,40,1,standard_variable,QSREASND
Variable,QSSTAT,40,1,standard_variable,QSSTAT=NOT DONE when QSTESTCD=QSALL
Variable,QSSTAT=NOT DONE,40,1,standard_variable,QSSTAT=NOT DONE
Variable,QSTESTCD,40,1,standard_variable,QSSTAT=NOT DONE when QSTESTCD=QSALL
Variable,QSTESTCD=QSALL,40,1,standard_variable,QSTESTCD=QSALL
Variable,QVAL,"18,21",2,standard_variable,QNAM=MHEVDTYP and QVAL=SYMPTOM ONSET in SUPPMH | QNAM=MHEVDTYP and QVAL=DIAGNOSIS in SUPPMH
Variable,QVAL=DIAGNOSIS,"18,21",2,standard_variable,QVAL=DIAGNOSIS
Variable,QVAL=SYMPTOM ONSET,"18,21",2,standard_variable,QVAL=SYMPTOM ONSET
Variable,RACE,13,1,standard_variable,RACE | QNAM=RACEASN in SUPPDM when RACE=MULTIPLE | QNAM=RACEASN in SUPPXM when RACE=MULTIPLE
Variable,RACE=MULTIPLE,13,1,standard_variable,RACE=MULTIPLE
Variable,RACEASN,13,1,standard_variable,QNAM=RACEASN in SUPPDM when RACE=MULTIPLE | QNAM=RACEASN in SUPPXM when RACE=MULTIPLE
Variable,RACESASN,13,1,standard_variable,QNAM=RACESASN in SUPPDM | QNAM=RACESASN in SUPPXM
Variable,RFICDTC,14,1,standard_variable,RFICDTC
Variable,RSCAT,"41,42,43",3,standard_variable,RSCAT=MAYO SCORE | RSCAT=CDAI V1
Variable,RSCAT=CDAI V1,42,1,standard_variable,RSCAT=CDAI V1
Variable,RSCAT=MAYO SCORE,"41,43",2,standard_variable,RSCAT=MAYO SCORE
Variable,RSDTC,"41,42,43",3,standard_variable,RSDTC
Variable,RSREASND,"42,43",2,standard_variable,RSREASND
Variable,RSSCAT,41,1,standard_variable,RSSCAT=ENDOSCOPY
Variable,RSSCAT=ENDOSCOPY,41,1,standard_variable,RSSCAT=ENDOSCOPY
Variable,RSSTAT,"41,42,43",3,standard_variable,RSSTAT=NOT DONE when RSTESTCD=RSALL
Variable,RSSTAT=NOT DONE,"41,42,43",3,standard_variable,RSSTAT=NOT DONE
Variable,RSTESTCD,"41,42,43",3,standard_variable,RSSTAT=NOT DONE when RSTESTCD=RSALL
Variable,RSTESTCD=RSALL,"41,42,43",3,standard_variable,RSTESTCD=RSALL
Variable,SCR1STNO,17,1,standard_variable,QNAM=SCR1STNO in SUPPDS
Variable,SCR1STST,17,1,standard_variable,QNAM=SCR1STST in SUPPDS
Variable,SCRSTD,17,1,standard_variable,QNAM=SCRSTD in SUPPDS
Variable,SEX,"10,13",2,standard_variable,SEX
Variable,SITEID,10,1,standard_variable,SITEID
Variable,STDYSTYN,64,1,standard_variable,QNAM=STDYSTYN in SUPPDM
Variable,SUBJID,10,1,standard_variable,SUBJID
Variable,SUCAT,15,1,standard_variable,SUCAT=TOBACCO
Variable,SUCAT=TOBACCO,15,1,standard_variable,SUCAT=TOBACCO
Variable,SUENRTRT,15,1,standard_variable,"SUOCCUR=N when Never is selected;SUOCCUR=Y when Former or Current is selected;SUSTRTPT=BEFORE and SUSTTPT=INFORMED CONSENT when Former or Current is selected; SUENRTRT=BEFORE and SUSTTPT=INFORMED CONSENT when Former is selected."
Variable,SUNCF,15,1,standard_variable,SUNCF in SUPPSU
Variable,SUOCCUR,15,1,standard_variable,"SUOCCUR=N when Never is selected;SUOCCUR=Y when Former or Current is selected;SUSTRTPT=BEFORE and SUSTTPT=INFORMED CONSENT when Former or Current is selected; SUENRTRT=BEFORE and SUSTTPT=INFORMED CONSENT when Former is selected."
Variable,SUOCCUR=N,15,1,standard_variable,SUOCCUR=N
Variable,SUOCCUR=Y,15,1,standard_variable,SUOCCUR=Y
Variable,SUPPPE,34,1,standard_variable,QNAM=BODSYSOT in SUPPPE
Variable,SUSTRTPT,15,1,standard_variable,"SUOCCUR=N when Never is selected;SUOCCUR=Y when Former or Current is selected;SUSTRTPT=BEFORE and SUSTTPT=INFORMED CONSENT when Former or Current is selected; SUENRTRT=BEFORE and SUSTTPT=INFORMED CONSENT when Former is selected."
Variable,SUSTTPT,15,1,standard_variable,"SUOCCUR=N when Never is selected;SUOCCUR=Y when Former or Current is selected;SUSTRTPT=BEFORE and SUSTTPT=INFORMED CONSENT when Former or Current is selected; SUENRTRT=BEFORE and SUSTTPT=INFORMED CONSENT when Former is selected."
Variable,SUSTTPT=INFORMED CONSENT,15,1,standard_variable,SUSTTPT=INFORMED CONSENT
Variable,SUTRT,15,1,standard_variable,SUTRT
Variable,SVENDTC,"11,12",2,standard_variable,SVSTDTC/SVENDTC
Variable,SVMETHOD,"60,61",2,standard_variable,SVMETHOD | SVMETHOD when Other
Variable,SVOCCUR,60,1,standard_variable,QNAM=SVOCCUR in SUPPSV; N when No Visit; Y when the others selected.
Variable,SVREASOC,60,1,standard_variable,QNAM=SVREASOC in SUPPSV | QNAM=SVREASOC in SUPPSV when Other
Variable,SVSTDTC,"11,12,60",3,standard_variable,SVSTDTC/SVENDTC | SVSTDTC when Type of Visit = Unscheduled
Variable,SVUPDES,"12,61",2,standard_variable,SVUPDES
Variable,VISIT,"59,60",2,standard_variable,VISIT
Variable,VSDTC,"35,36",2,standard_variable,VSDTC
Variable,VSLOC,"36,37,38,39",4,standard_variable,VSLOC
Variable,VSORRES,"35,36,37,38,39",5,standard_variable,VSORRES/VSORRESU when VSTESTCD=WEIGHT is selected | VSORRES/VSORRESU when VSTESTCD=HEIGHT is selected | VSORRES/VSORRESU when VSTESTCD=TEMP | VSORRES/VSORRESU when VSTESTCD=RESP | VSORRES/VSORRESU when VSTESTCD=SYSBP | VSORRES/VSORRESU when VSTESTCD=DIABP | VSORRES/VSORRESU when VSTESTCD=PULSE
Variable,VSORRESU,"35,36,37,38,39",5,standard_variable,VSORRES/VSORRESU when VSTESTCD=WEIGHT is selected | VSORRES/VSORRESU when VSTESTCD=HEIGHT is selected | VSORRES/VSORRESU when VSTESTCD=TEMP | VSORRES/VSORRESU when VSTESTCD=RESP | VSORRES/VSORRESU when VSTESTCD=SYSBP | VSORRES/VSORRESU when VSTESTCD=DIABP | VSORRES/VSORRESU when VSTESTCD=PULSE
Variable,VSPOS,"36,37,38",3,standard_variable,VSPOS
Variable,VSTESTCD,"35,36,37,38,39",5,standard_variable,VSTESTCD=WEIGHT | VSORRES/VSORRESU when VSTESTCD=WEIGHT is selected | VSORRES/VSORRESU when VSTESTCD=HEIGHT is selected | VSTESTCD=HEIGHT | VSTESTCD=TEMP | VSORRES/VSORRESU when VSTESTCD=TEMP | VSTESTCD=RESP | VSORRES/VSORRESU when VSTESTCD=RESP | VSTESTCD=SYSBP | VSORRES/VSORRESU when VSTESTCD=SYSBP | VSTESTCD=DIABP | VSORRES/VSORRESU when VSTESTCD=DIABP | VSTESTCD=PULSE | VSORRES/VSORRESU when VSTESTCD=PULSE
Variable,VSTESTCD=DIABP,38,1,standard_variable,VSTESTCD=DIABP
Variable,VSTESTCD=HEIGHT,35,1,standard_variable,VSTESTCD=HEIGHT
Variable,VSTESTCD=PULSE,"38,39",2,standard_variable,VSTESTCD=PULSE
Variable,VSTESTCD=RESP,"36,37",2,standard_variable,VSTESTCD=RESP
Variable,VSTESTCD=SYSBP,37,1,standard_variable,VSTESTCD=SYSBP
Variable,VSTESTCD=TEMP,36,1,standard_variable,VSTESTCD=TEMP
Variable,VSTESTCD=WEIGHT,35,1,standard_variable,VSTESTCD=WEIGHT
NOT SUBMITTED,NOT SUBMITTED,"10,11,13,13,16,17,17,24,26,30,30,31,31,32,32,32,33,33,34,40,41,42,43,46,46,48,49,51,51,52,57,58,60,60,61,61",36,not_submitted,
