Classification,Name,Pages,PageCount,Category,RawTexts
Variable,PRPRESP,"18,21",2,standard_variable,PRPRESP=Y
Variable,PRPRESP=Y,"18,21",2,standard_variable,PRPRESP=Y
Variable,PRSTDTC,21,1,standard_variable,PRSTDTC
Variable,PRTRT,"18,21",2,standard_variable,PRTRT= COLONOSCOPY
Variable,PRTRT=COLONOSCOPY,"18,21",2,standard_variable,PRTRT= COLONOSCOPY
Variable,PUPA,15,1,unknown,"PUPA TY VEC HE LYOVEH bS SCLCLICU, )SUOCCUR=Y when Former or Current is selected; ,;SUSTRTPT=BEFORE and SUSTTPT=INFORMED SONSENT when Former or Current is selected; ).UENRTRT=BEFORE and SUSTTPT=INFORMED YAIATORA TT vashon Dnwemovw ire canlanntjoyA"
Variable,QNAM,"13,14,17,19,21,22,34,44,46,49,50,51,55,60,61,64",16,standard_variable,QNAM=RACESASN in SUPPXM | QNAM=RACESASN in SUPPDM | QNAM=RACEASN in SUPPDM | QNAM=RACEASN in SUPPXM then RACE=MULTIPLE when RACE=MULTIPLE | QNAM=PROTVRSN in SUPPXM | QNAM=PROTVRSN in SUPPDM | QNAM=SCRISTNO in SUPPDS | QNAM=SCRISTST in SUPPDS | QNAM=SCRSTD in SUPPDS | QNAM=OTHEXMN in SUPPFA | QNAM=OTHDSLOC in SUPPFA | QNAM=BODSYSOT in SUPPPE | QNAM=LBSUCAT in SUPPLB when LBSTAT’=NOT DONE | QNAM=ECACN in SUPPEC | QNAM=AERELPR in SUPPAE | QNAM=HYREACEL in SUPPAE | QNAM=AEST in SUPPAE | QNAM=PMLFL in SUPPAE | QNAM=OTHEL in SUPPAE | QNAM=MALIGEFL in SUPPAE | QNAM=INFECTFL in SUPPAE | QNAM=AEHOSPDT in SUPPAE | QNAM=AEDISCDT in SUPPAE | QNAM=CMINDMH1 in SUPPCM | QNAM=CMINDMHS3 in SUPPCM | QNAM=CMINDMA2? in SUPPCM | QNAM=CMINDAES in SUPPCM | QNAM=CMINDAET in SUPPCM QNAM=CMINDAE2 in SUPPCM | QNAM=SVREASOC in SUPPSV when Other | QNAM=SVREASOC in SUPPSV | \QNAM=MISSASMT in SUPPSV; Y when Visit with Missed Assessment: | QNAM=ST OCCUR in SUPPSV; Nowhen No Visit; Ywhen the others selectec | QNAM=EVLDTL in SUPPEC when Other | QNAM=EVLDTL in SUPPEC | QNAM=STDYSTYN in SUPPDM | QNAM=STDYST_1 in SUPPDM
Variable,QNAM=AEDISCDT,51,1,standard_variable,QNAM=AEDISCDT in SUPPAE
Variable,QNAM=AEHOSPDT,51,1,standard_variable,QNAM=AEHOSPDT in SUPPAE
Variable,QNAM=AERELPR,49,1,standard_variable,QNAM=AERELPR in SUPPAE
Variable,QNAM=AEST,49,1,standard_variable,QNAM=AEST in SUPPAE
Variable,QNAM=BODSYSOT,34,1,standard_variable,QNAM=BODSYSOT in SUPPPE
Variable,QNAM=CMINDAE2,55,1,standard_variable,QNAM=CMINDAET in SUPPCM QNAM=CMINDAE2 in SUPPCM
Variable,QNAM=CMINDAES,55,1,standard_variable,QNAM=CMINDAES in SUPPCM
Variable,QNAM=CMINDAET,55,1,standard_variable,QNAM=CMINDAET in SUPPCM QNAM=CMINDAE2 in SUPPCM
Variable,QNAM=CMINDMH1,55,1,standard_variable,QNAM=CMINDMH1 in SUPPCM
Variable,QNAM=CMINDMHS3,55,1,standard_variable,QNAM=CMINDMHS3 in SUPPCM
Variable,QNAM=ECACN,46,1,standard_variable,QNAM=ECACN in SUPPEC
Variable,QNAM=EVLDTL,61,1,standard_variable,QNAM=EVLDTL in SUPPEC when Other | QNAM=EVLDTL in SUPPEC
Variable,QNAM=HYREACEL,49,1,standard_variable,QNAM=HYREACEL in SUPPAE
Variable,QNAM=INFECTFL,50,1,standard_variable,QNAM=INFECTFL in SUPPAE
Variable,QNAM=LBSUCAT,44,1,standard_variable,QNAM=LBSUCAT in SUPPLB when LBSTAT’=NOT DONE
Variable,QNAM=MALIGEFL,50,1,standard_variable,QNAM=MALIGEFL in SUPPAE
Variable,QNAM=MISSASMT,60,1,standard_variable,\QNAM=MISSASMT in SUPPSV; Y when Visit with Missed Assessment:
Variable,QNAM=OTHDSLOC,21,1,standard_variable,QNAM=OTHDSLOC in SUPPFA
Variable,QNAM=OTHEL,50,1,standard_variable,QNAM=OTHEL in SUPPAE
Variable,QNAM=OTHEXMN,"19,22",2,standard_variable,QNAM=OTHEXMN in SUPPFA
Variable,QNAM=PMLFL,50,1,standard_variable,QNAM=PMLFL in SUPPAE
Variable,QNAM=PROTVRSN,14,1,standard_variable,QNAM=PROTVRSN in SUPPXM | QNAM=PROTVRSN in SUPPDM
Variable,QNAM=RACEASN,13,1,standard_variable,QNAM=RACEASN in SUPPDM | QNAM=RACEASN in SUPPXM then RACE=MULTIPLE when RACE=MULTIPLE
Variable,QNAM=RACESASN,13,1,standard_variable,QNAM=RACESASN in SUPPXM | QNAM=RACESASN in SUPPDM
Variable,QNAM=SCRISTNO,17,1,standard_variable,QNAM=SCRISTNO in SUPPDS
Variable,QNAM=SCRISTST,17,1,standard_variable,QNAM=SCRISTST in SUPPDS
Variable,QNAM=SCRSTD,17,1,standard_variable,QNAM=SCRSTD in SUPPDS
Variable,QNAM=ST OCCUR,60,1,standard_variable,QNAM=ST OCCUR in SUPPSV; Nowhen No Visit; Ywhen the others selectec
Variable,QNAM=STDYSTYN,64,1,standard_variable,QNAM=STDYSTYN in SUPPDM
Variable,QNAM=SVREASOC,60,1,standard_variable,QNAM=SVREASOC in SUPPSV when Other | QNAM=SVREASOC in SUPPSV
Variable,QSCAT,40,1,standard_variable,QSCAT=IBDQ
Variable,QSCAT=IBDQ,40,1,standard_variable,QSCAT=IBDQ
Variable,RACE,13,1,standard_variable,RACE | QNAM=RACEASN in SUPPDM | QNAM=RACEASN in SUPPXM then RACE=MULTIPLE when RACE=MULTIPLE
Variable,RACE=MULTIPLE,13,1,standard_variable,QNAM=RACEASN in SUPPDM | QNAM=RACEASN in SUPPXM then RACE=MULTIPLE when RACE=MULTIPLE
Variable,RCAT,18,1,unknown,-RCAT=DISEASE CHARACTERISTICS
Variable,RCAT=DISEASE CHARACTERISTICS,18,1,unknown,-RCAT=DISEASE CHARACTERISTICS
Variable,REATMENT,49,1,unknown,"LESTRIPT=BEFORE and AESTTPT=FIRST DOSE OF STUDY ""REATMENT if ¥es is selected"
Variable,RFICDTC,14,1,standard_variable,RFICDTC
Variable,RSCAT,"41,42,43",3,standard_variable,RSCAT=MAYO SCORE | RSCAT=CDAI V1
Variable,RSCAT=CDAI V1,42,1,standard_variable,RSCAT=CDAI V1
Variable,RSCAT=MAYO SCORE,"41,43",2,standard_variable,RSCAT=MAYO SCORE
Variable,RSDTC,"41,42,43",3,standard_variable,RSDTC | (RSSTAT=NOT DONE when RSTESTCD=RSALL NO ( RSDTC
Variable,RSREASND,"42,43",2,standard_variable,RSREASND
Variable,RSSCAT,41,1,standard_variable,RSSCAT=ENDOSCOPY
Variable,RSSCAT=ENDOSCOPY,41,1,standard_variable,RSSCAT=ENDOSCOPY
Variable,RSSTAT,"42,43",2,standard_variable,(RSSTAT=NOT DONE when RSTESTCD=RSALL NO ( RSDTC | «RSSTAT=NOT DONE when RSTESTCD=RSALL
Variable,RSSTAT=NOT DONE,"42,43",2,standard_variable,(RSSTAT=NOT DONE when RSTESTCD=RSALL NO ( RSDTC | «RSSTAT=NOT DONE when RSTESTCD=RSALL
Variable,RSTESTCD,"41,42,43",3,standard_variable,«SS TAT=NOT DONE when RSTESTCD=RSALL | (RSSTAT=NOT DONE when RSTESTCD=RSALL NO ( RSDTC | «RSSTAT=NOT DONE when RSTESTCD=RSALL
Variable,RSTESTCD=RSALL,"41,43",2,standard_variable,«SS TAT=NOT DONE when RSTESTCD=RSALL | «RSSTAT=NOT DONE when RSTESTCD=RSALL
Variable,S85,4,1,unknown,-( S85
Variable,SAE,8,1,unknown,SAE
Variable,SCLCLICU,15,1,unknown,"PUPA TY VEC HE LYOVEH bS SCLCLICU, )SUOCCUR=Y when Former or Current is selected; ,;SUSTRTPT=BEFORE and SUSTTPT=INFORMED SONSENT when Former or Current is selected; ).UENRTRT=BEFORE and SUSTTPT=INFORMED YAIATORA TT vashon Dnwemovw ire canlanntjoyA"
Variable,SCR,"5,6,7,8,9",5,unknown,SCR
Variable,SESTDTC,12,1,standard_variable,SESTDTC/SVENDTC
Variable,SEX,13,1,standard_variable,SEX
Variable,SITEID,10,1,standard_variable,SITEID
Variable,SORRESA,37,1,unknown,SORRESA VSORRESU when VSTESTCD=RESP
Variable,SUBJID,10,1,standard_variable,SUBJID
Variable,SUCAT,15,1,standard_variable,SUCAT=TOBACCO
Variable,SUCAT=TOBACCO,15,1,standard_variable,SUCAT=TOBACCO
Variable,SUNCEF,15,1,supp_variable,SUNCEF in SUPPSU
Variable,SUOCCUR,15,1,standard_variable,"PUPA TY VEC HE LYOVEH bS SCLCLICU, )SUOCCUR=Y when Former or Current is selected; ,;SUSTRTPT=BEFORE and SUSTTPT=INFORMED SONSENT when Former or Current is selected; ).UENRTRT=BEFORE and SUSTTPT=INFORMED YAIATORA TT vashon Dnwemovw ire canlanntjoyA"
Variable,SUOCCUR=Y,15,1,standard_variable,"PUPA TY VEC HE LYOVEH bS SCLCLICU, )SUOCCUR=Y when Former or Current is selected; ,;SUSTRTPT=BEFORE and SUSTTPT=INFORMED SONSENT when Former or Current is selected; ).UENRTRT=BEFORE and SUSTTPT=INFORMED YAIATORA TT vashon Dnwemovw ire canlanntjoyA"
Variable,SUSTRTPT,15,1,standard_variable,"PUPA TY VEC HE LYOVEH bS SCLCLICU, )SUOCCUR=Y when Former or Current is selected; ,;SUSTRTPT=BEFORE and SUSTTPT=INFORMED SONSENT when Former or Current is selected; ).UENRTRT=BEFORE and SUSTTPT=INFORMED YAIATORA TT vashon Dnwemovw ire canlanntjoyA"
Variable,SUSTTPT,15,1,standard_variable,"PUPA TY VEC HE LYOVEH bS SCLCLICU, )SUOCCUR=Y when Former or Current is selected; ,;SUSTRTPT=BEFORE and SUSTTPT=INFORMED SONSENT when Former or Current is selected; ).UENRTRT=BEFORE and SUSTTPT=INFORMED YAIATORA TT vashon Dnwemovw ire canlanntjoyA"
Variable,SUSTTPT=INFORMED SONSENT,15,1,standard_variable,"PUPA TY VEC HE LYOVEH bS SCLCLICU, )SUOCCUR=Y when Former or Current is selected; ,;SUSTRTPT=BEFORE and SUSTTPT=INFORMED SONSENT when Former or Current is selected; ).UENRTRT=BEFORE and SUSTTPT=INFORMED YAIATORA TT vashon Dnwemovw ire canlanntjoyA"
Variable,SUTRT,15,1,standard_variable,SUTRT
Variable,SVENDTC,"11,12",2,standard_variable,SVSTDTC/SVENDTC | SESTDTC/SVENDTC
Variable,SVMETHOD,60,1,unknown,SVMETHOD
Variable,SVSTDTC,11,1,standard_variable,SVSTDTC/SVENDTC
Variable,SVUPDES,"12,61",2,standard_variable,SVUPDES
Variable,TAT,"41,58",2,unknown,«SS TAT=NOT DONE when RSTESTCD=RSALL | WILAT=NOL DONE and ISREASND=LHE SAMPLE WAS NOL COLLECTED when ISTESTCD=ISALI Ss TAT=NOT DONE and ISREASND=IT IS UNKNOWN WHETHER THE SAMPLE WAS COLLECTED. OR NOT when ISTESTCD=ISALL
Variable,TAT=NOT DONE,41,1,unknown,«SS TAT=NOT DONE when RSTESTCD=RSALL
Variable,TY,15,1,unknown,"PUPA TY VEC HE LYOVEH bS SCLCLICU, )SUOCCUR=Y when Former or Current is selected; ,;SUSTRTPT=BEFORE and SUSTTPT=INFORMED SONSENT when Former or Current is selected; ).UENRTRT=BEFORE and SUSTTPT=INFORMED YAIATORA TT vashon Dnwemovw ire canlanntjoyA"
Variable,UENRTRT,15,1,unknown,"PUPA TY VEC HE LYOVEH bS SCLCLICU, )SUOCCUR=Y when Former or Current is selected; ,;SUSTRTPT=BEFORE and SUSTTPT=INFORMED SONSENT when Former or Current is selected; ).UENRTRT=BEFORE and SUSTTPT=INFORMED YAIATORA TT vashon Dnwemovw ire canlanntjoyA"
Variable,URGERY,18,1,unknown,FAOBJ= s URGERY FOR DISEASE
Variable,VEC,15,1,unknown,"PUPA TY VEC HE LYOVEH bS SCLCLICU, )SUOCCUR=Y when Former or Current is selected; ,;SUSTRTPT=BEFORE and SUSTTPT=INFORMED SONSENT when Former or Current is selected; ).UENRTRT=BEFORE and SUSTTPT=INFORMED YAIATORA TT vashon Dnwemovw ire canlanntjoyA"
Variable,VISIT,"59,60",2,standard_variable,VISIT
Variable,VSDTC,"35,36",2,standard_variable,VSDTC
Variable,VSLOC,"36,37,38,39",4,standard_variable,VSLOC
Variable,VSORRES,"35,36,37,38,39",5,standard_variable,(VSORRES/VSORRESU when VSTESTCD=WEIGHT is selected | ‘VSORRES/VSORRESU when VSTESTCD=HEIGHT is selected | VSORRES/VSORRESU when VSTESTCD=TEMP | VSORRES/VSORRESU when VSTESTCD=SYSBP | VSORRES/WVSORRESU when VSTESTCD=DIABP | VSORRES/VSORRESU when VSTESTCD=PULSE
Variable,VSORRESU,"35,36,37,39",4,standard_variable,(VSORRES/VSORRESU when VSTESTCD=WEIGHT is selected | ‘VSORRES/VSORRESU when VSTESTCD=HEIGHT is selected | VSORRES/VSORRESU when VSTESTCD=TEMP | VSORRES/VSORRESU when VSTESTCD=SYSBP | SORRESA VSORRESU when VSTESTCD=RESP | VSORRES/VSORRESU when VSTESTCD=PULSE
Variable,VSPOS,"36,37,38",3,standard_variable,VSPOS
Variable,VSTESTCD,"35,36,37,38,39",5,standard_variable,(VSORRES/VSORRESU when VSTESTCD=WEIGHT is selected | ‘VSORRES/VSORRESU when VSTESTCD=HEIGHT is selected | VSTESTCD=HEIGHT | VSTESTCD=WEIGHT | VSTESTCD=RESP | VSTESTCD=TEMP | VSORRES/VSORRESU when VSTESTCD=TEMP | VSTESTCD=SYSBP | VSORRES/VSORRESU when VSTESTCD=SYSBP | SORRESA VSORRESU when VSTESTCD=RESP | VSTESTCD=PULSE | VSTESTCD=DIABP | VSORRES/WVSORRESU when VSTESTCD=DIABP | VSORRES/VSORRESU when VSTESTCD=PULSE
Variable,VSTESTCD=DIABP,38,1,standard_variable,VSTESTCD=DIABP | VSORRES/WVSORRESU when VSTESTCD=DIABP
Variable,VSTESTCD=HEIGHT,35,1,standard_variable,VSTESTCD=HEIGHT
Variable,VSTESTCD=PULSE,"38,39",2,standard_variable,VSTESTCD=PULSE | VSORRES/VSORRESU when VSTESTCD=PULSE
Variable,VSTESTCD=RESP,"36,37",2,standard_variable,VSTESTCD=RESP | SORRESA VSORRESU when VSTESTCD=RESP
Variable,VSTESTCD=SYSBP,37,1,standard_variable,VSTESTCD=SYSBP | VSORRES/VSORRESU when VSTESTCD=SYSBP
Variable,VSTESTCD=TEMP,36,1,standard_variable,VSTESTCD=TEMP | VSORRES/VSORRESU when VSTESTCD=TEMP
Variable,VSTESTCD=WEIGHT,35,1,standard_variable,VSTESTCD=WEIGHT
Variable,VV,"2,3,5,6,7,8,9",7,unknown,VV O4 | VV X | VV 0 | VV OS
Variable,VWHCATH,25,1,unknown,VWHCATH=GENERAL MEDICAL HISTORY
Variable,VWHCATH=GENERAL MEDICAL HISTORY,25,1,unknown,VWHCATH=GENERAL MEDICAL HISTORY
Variable,VWVO8,2,1,unknown,VWVO8
Variable,VWVQ,2,1,unknown,VWVQ
Variable,WILAT,58,1,unknown,WILAT=NOL DONE and ISREASND=LHE SAMPLE WAS NOL COLLECTED when ISTESTCD=ISALI Ss TAT=NOT DONE and ISREASND=IT IS UNKNOWN WHETHER THE SAMPLE WAS COLLECTED. OR NOT when ISTESTCD=ISALL
Variable,WV,"5,6,7,8,9",5,unknown,WV OZ
NOT SUBMITTED,NOT SUBMITTED,"10,10,10,11,13,16,24,26,30,30,31,31,32,32,32,33,33,34,40,41,42,43,46,46,48,49,51,51,52,57,61",31,not_submitted,
